"ID";"Aktywny (0 lub 1)";"Nazwa";"Kategorie (x,y,z...)";"Cena bez podatku. (netto)";"ID reguły podatku";"Koszt własny";"W sprzedaży (0 lub 1)";"Wartość rabatu";"Procent rabatu";"Rabat od dnia (rrrr-mm-dd)";"Rabat do dnia (rrrr-mm-dd)";"Indeks #";"Kod dostawcy";"Dostawca";"Marka";"kod EAN13";"Kod kreskowy UPC";"MPN";"Podatek ekologiczny";"Szerokość";"Wysokość";"Głębokość";"Waga";"Czas dostawy produktów dostępnych w magazynie:";"Czas dostawy wyprzedanych produktów z możliwością rezerwacji:";"Ilość";"Minimalna ilość";"Niski poziom produktów w magazynie";"Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu";"Widoczność";"Dodatkowe koszty przesyłki";"Jednostka dla ceny za jednostkę";"Cena za jednostkę";"Podsumowanie";"Opis";"Tagi (x,y,z...)";"Meta-tytuł";"Słowa kluczowe meta";"Opis meta";"Przepisany URL";"Etykieta, gdy w magazynie";"Etykieta kiedy dozwolone ponowne zamówienie";"Dostępne do zamówienia (0 = Nie, 1 = Tak)";"Data dostępności produktu";"Data wytworzenia produktu";"Pokaż cenę (0 = Nie, 1 = Tak)";"Adresy URL zdjęcia (x,y,z...)"
41;1;"Płaszcz z tkaniny technicznej";"TataKobasa";"1299,90";1;"";0;"";"";"";"";"0000XA1696";"";"";"";"";"";"";"";"";"";"";"";"";"";33;1;5;"";"both";"";"";"";"<p>64% Poliester, 34% Wiskoza, 2% Elastan</p>";"<p>Płaszcz męski wykonany z granatowej technicznej tkaniny, wykończony kołnierzem. Zapinany jest na kryte guziki- jeden, górny widoczny. Kieszenie boczne z zakładką. Wewnętrzne szwy klejone. Dodatkowo wewnątrz płaszcza znajduje się pikowana ocieplająca podpinka przymocowana do płaszcza na stałe. Na rękawach zapinka i guzik. Model na zdjęciu ma 188 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-123763.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-123723.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-123763.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-123723.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-123811.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-123683.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-123835.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-123859.jpg"
42;1;"VISTULA|PZPN - Polo z wełny merino";"TataKobasa";"299,90";1;"";0;"";"";"";"";"0000XA2979";"";"";"";"";"";"";"";"";"";"";"";"";"";44;1;5;"";"both";"";"";"";"<p>100% Wełna Merino Extrafine</p>";"<p>Polo w kolorze granatowym. Wykonane zostało z wełny merino.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/granatowy-sweter-vistula-132996.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-132972.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-132996.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-132972.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-132976.jpg"
43;1;"Wełniany sweter z dodatkiem jedwabiu";"TataKobasa";"299,90";1;"";0;"";"";"";"";"0000XA2854";"";"";"";"";"";"";"";"";"";"";"";"";"";17;1;5;"";"both";"";"";"";"<p>65% Wełna, 20% Poliamid, 15% Jedwab</p>";"<p>Sweter o prostym fasonie, w kolorze bordowy melanż. Uszyty z dzianiny będącej mieszanką wełny, poliamidu oraz jedwabiu. Posiada półokrągły dekolt, dół oraz rękawy zakończone ściągaczem. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/bordowy-sweter-vistula-132868.jpg,https://vistula.pl/mis/d/bordowy-sweter-vistula-132820.jpg,https://vistula.pl/mis/d/bordowy-sweter-vistula-132868.jpg,https://vistula.pl/mis/d/bordowy-sweter-vistula-132820.jpg,https://vistula.pl/mis/d/bordowy-sweter-vistula-132872.jpg,https://vistula.pl/mis/d/bordowy-sweter-vistula-132832.jpg"
44;1;"Wełniany sweter z dodatkiem jedwabiu";"TataKobasa";"299,90";1;"";0;"";"";"";"";"0000XA2875";"";"";"";"";"";"";"";"";"";"";"";"";"";58;1;5;"";"both";"";"";"";"<p>65% Wełna, 20% Poliamid, 15% Jedwab</p>";"<p>Sweter o prostym fasonie, w kolorze granatowy melanż. Uszyty z dzianiny będącej mieszanką wełny, poliamidu oraz jedwabiu. Posiada półokrągły dekolt, dół oraz rękawy zakończone ściągaczem. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/granatowy-sweter-vistula-132848.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-132808.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-132848.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-132808.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-132876.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-132844.jpg"
45;1;"Sweter o warkoczowym spocie";"TataKobasa";"349,90";1;"";0;"";"";"";"";"0000RX2502";"";"";"";"";"";"";"";"";"";"";"";"";"";46;1;5;"";"both";"";"";"";"<p>50% Bawełna, 50% Akry,</p>";"<p>Sweter w kolorze beżowym, o warkoczowym splocie. Uszyty z miękkiej dzianiny. Dół, rękawy oraz dekolt zakończone ściągaczem. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-red-132028.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-red-132072.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-red-132028.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-red-132072.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-red-132080.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-red-132024.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-red-132056.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-red-132108.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-red-132124.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-red-132092.jpg"
46;1;"Strukturalny sweter z melanżowej dzianiny";"TataKobasa";"299,90";1;"";0;"";"";"";"";"0000XA2855";"";"";"";"";"";"";"";"";"";"";"";"";"";59;1;5;"";"both";"";"";"";"<p>60% Bawełna, 40% Akryl</p>";"<p>Sweter o prostym fasonie, w kolorze niebieskim. Uszyty z dzianiny w delikatny melanż, będącej mieszanką bawełny i akrylu. Posiada półokrągły dekolt, dół oraz rękawy zakończone ściągaczem. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/niebieski-sweter-vistula-127705.jpg,https://vistula.pl/mis/d/niebieski-sweter-vistula-127713.jpg,https://vistula.pl/mis/d/niebieski-sweter-vistula-127705.jpg,https://vistula.pl/mis/d/niebieski-sweter-vistula-127713.jpg,https://vistula.pl/mis/d/niebieski-sweter-vistula-127717.jpg,https://vistula.pl/mis/d/niebieski-sweter-vistula-127677.jpg"
47;1;"Wełniany sweter typu round-neck w prążek";"TataKobasa";"379,90";1;"";0;"";"";"";"";"0000XA0774";"";"";"";"";"";"";"";"";"";"";"";"";"";60;1;5;"";"both";"";"";"";"<p>100% Wełna merino</p>";"<p>Sweter typu round-neck w prążek. Został wykonany z wełny merynosów w odcieniach szarego melanżu. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/szary-sweter-vistula-128624.jpg,https://vistula.pl/mis/d/szary-sweter-vistula-128708.jpg,https://vistula.pl/mis/d/szary-sweter-vistula-128624.jpg,https://vistula.pl/mis/d/szary-sweter-vistula-128708.jpg,https://vistula.pl/mis/d/szary-sweter-vistula-128748.jpg,https://vistula.pl/mis/d/szary-sweter-vistula-128720.jpg"
48;1;"Wełniany sweter typu round-neck w prążek";"TataKobasa";"379,90";1;"";0;"";"";"";"";"0000XA0933";"";"";"";"";"";"";"";"";"";"";"";"";"";57;1;5;"";"both";"";"";"";"<p>100% Wełna merino</p>";"<p>Sweter typu round-neck w prążek. Został wykonany z wełny merynosów w odcieniach beżowego melanżu. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-124435.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-124363.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-124435.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-124363.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-124455.jpg,https://vistula.pl/mis/d/be%C5%BCowy-sweter-vistula-124367.jpg"
49;1;"Wełniany sweter z dodatkiem poliamidu i jedwabiu";"TataKobasa";"279,90";1;"";0;"";"";"";"";"0000XA1836";"";"";"";"";"";"";"";"";"";"";"";"";"";52;1;5;"";"both";"";"";"";"<p>65% Wełna, 20% Poliamid, 15% Jedwab</p>";"<p>Sweter męski w kolorze szary melanż. Wykonany został z wełny z dodatkiem poliamidu i jedwabiu. Miękki w dotyku sweter o klasycznym kroju, z okrągłym dekoltem. Dół, rękawy oraz dekolt wykończone ściągaczem o grubym splocie. Model na zdjęciu ma 185 cm wzrostu i prezentuje rozmiar M.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/grafitowy-sweter-vistula-133076.jpg,https://vistula.pl/mis/d/grafitowy-sweter-vistula-133084.jpg,https://vistula.pl/mis/d/grafitowy-sweter-vistula-133076.jpg,https://vistula.pl/mis/d/grafitowy-sweter-vistula-133084.jpg,https://vistula.pl/mis/d/grafitowy-sweter-vistula-133088.jpg,https://vistula.pl/mis/d/grafitowy-sweter-vistula-133080.jpg,https://vistula.pl/mis/d/grafitowy-sweter-vistula-134084.jpg,https://vistula.pl/mis/d/grafitowy-sweter-vistula-134108.jpg,https://vistula.pl/mis/d/grafitowy-sweter-vistula-134168.jpg"
50;1;"Wełniany sweter z dodatkiem poliamidu i jedwabiu";"TataKobasa";"279,90";1;"";0;"";"";"";"";"0000XA1837";"";"";"";"";"";"";"";"";"";"";"";"";"";11;1;5;"";"both";"";"";"";"<p>65% Wełna, 20% Poliamid, 15% Jedwab</p>";"<p>Sweter męski w kolorze granatowy melanż. Wykonany został z wełny z dodatkiem poliamidu i jedwabiu. Miękki w dotyku sweter o klasycznym kroju, z okrągłym dekoltem. Dół, rękawy oraz dekolt wykończone ściągaczem o grubym splocie. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/granatowy-sweter-vistula-128672.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-128696.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-128672.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-128696.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-128752.jpg,https://vistula.pl/mis/d/granatowy-sweter-vistula-128716.jpg"
