"ID";"Aktywny (0 lub 1)";"Nazwa";"Kategorie (x,y,z...)";"Cena bez podatku. (netto)";"W sprzedaży (0 lub 1)";"Wartość rabatu";"Opis";"Podsumowanie";"Adresy URL zdjęcia (x,y,z...)"
"0000XZ2164";1;"Skórzana teczka";"TataKobasa";"999,90";1;"";"<p>Teczka męska w linii Vistula, w kolorze brązowym. Wykonana została z najwyższej jakości skóry naturalnej. Posiada dwie główne przegrody, zapinane na zamek błyskawiczny. Z przodu mniejsza kieszeń zapinana na zamek, wewnątrz liczne przegródki na drobiazgi.</p>";"<p>100% Skóra</p>";"https://vistula.pl/mis/d/br%C4%85zowa-teczka-vistula-122575.jpg,https://vistula.pl/mis/d/br%C4%85zowa-teczka-vistula-122563.jpg,https://vistula.pl/mis/d/br%C4%85zowa-teczka-vistula-122575.jpg,https://vistula.pl/mis/d/br%C4%85zowa-teczka-vistula-122563.jpg,https://vistula.pl/mis/d/br%C4%85zowa-teczka-vistula-104915.jpg,https://vistula.pl/mis/d/br%C4%85zowa-teczka-vistula-104951.jpg,https://vistula.pl/mis/d/br%C4%85zowa-teczka-vistula-104919.jpg"
"0000XZ9928";1;"Teczka skórzana";"TataKobasa";"1499,90";1;"599,96";"<p>Czarna teczka męska zamykana na klamrę. Teczka wykonana jest z wysokiej jakości naturalnej skóry. Posiada trzy duże komory z różnego rodzaju kieszeniami (na telefon komórkowy, wizytówki, portfel lub dokumenty) oraz dodatkową kieszeń z przodu, pod klapą, a także kieszeń z tyłu zapinaną na suwak. Teczka z klasyczną rączką oraz odpinanym paskiem do noszenie na ramieniu.</p>";"<p>100% Skóra</p>";"https://vistula.pl/mis/d/-61688.jpg,https://vistula.pl/mis/d/-61680.jpg,https://vistula.pl/mis/d/-61688.jpg,https://vistula.pl/mis/d/-61680.jpg,https://vistula.pl/mis/d/-61656.jpg"
"0000XZ2163";1;"Skórzana teczka";"TataKobasa";"999,90";1;"";"<p>Teczka męska w linii Vistula, w kolorze czarnym. Wykonana została z najwyższej jakości skóry naturalnej. Posiada dwie główne przegrody, zapinane na zamek błyskawiczny. Z przodu mniejsza kieszeń zapinana na zamek, wewnątrz liczne przegródki na drobiazgi.</p>";"<p>100% Skóra</p>";"https://vistula.pl/mis/d/czarna-teczka-vistula-122571.jpg,https://vistula.pl/mis/d/czarna-teczka-vistula-122567.jpg,https://vistula.pl/mis/d/czarna-teczka-vistula-122571.jpg,https://vistula.pl/mis/d/czarna-teczka-vistula-122567.jpg,https://vistula.pl/mis/d/czarna-teczka-vistula-104963.jpg,https://vistula.pl/mis/d/czarna-teczka-vistula-104907.jpg,https://vistula.pl/mis/d/czarna-teczka-vistula-104899.jpg"
"0000XZ2079";1;"Skórzana torba";"TataKobasa";"599,90";1;"";"<p>Torba męska w kolorze czarnym. Wykonana została z najwyższej jakości skóry naturalnej. Zapinana jest na zamek błyskawiczny. Z przodu oraz z tyłu posiada mniejszą kieszonkę zapinaną na zamek. Wewnątrz liczne przegródki na drobiazgi.</p>";"<p>100% Skóra</p>";"https://vistula.pl/mis/d/czarna-torba-vistula-104839.jpg,https://vistula.pl/mis/d/czarna-torba-vistula-104835.jpg,https://vistula.pl/mis/d/czarna-torba-vistula-104839.jpg,https://vistula.pl/mis/d/czarna-torba-vistula-104835.jpg,https://vistula.pl/mis/d/czarna-torba-vistula-104847.jpg"
"0000XA2833";1;"Torba skórzana";"TataKobasa";"999,90";1;"299,97";"<p>Czarna torba skórzana, męska z wygodnymi uchwytami. Posiada dwie duże komory, z kieszeniami na dokumenty i telefon w środku. Wypełnienie z gąbki stanowi dodatkową ochronę dla laptopa. Torba wyposażona jest w dwie rączki oraz w wygodny pasek do noszenia na ramieniu. Specjalny pas z rzepem umożliwia założenie torby na rączkę bagażu.</p>";"<p>100% Skóra</p>";"https://vistula.pl/mis/d/-63172.jpg,https://vistula.pl/mis/d/-63048.jpg,https://vistula.pl/mis/d/-63172.jpg,https://vistula.pl/mis/d/-63048.jpg,https://vistula.pl/mis/d/-63112.jpg"
"0000XZ8803";1;"Torba skórzana";"TataKobasa";"999,90";1;"299,97";"<p>Torba męska w kolorze brązowym. Wykonana jest z licowej skóry bydlęcej o charakterystycznej strukturze. Posiada dwie główne, duże przegrody, mniejszą kieszeń na suwak, dwie kieszenie zewnętrzne oraz kilka praktycznych kieszonek na akcesoria. Pianka wewnętrzna stanowi ochronę dla laptopa. Od góry zamykana dwoma zamkami błyskawicznymi. Ma dwie wygodne rączki oraz pasek do noszenia na ramieniu.</p>";"<p>100% Skóra</p>";"https://vistula.pl/mis/d/-52608.jpg,https://vistula.pl/mis/d/-52604.jpg,https://vistula.pl/mis/d/-52608.jpg,https://vistula.pl/mis/d/-52604.jpg,https://vistula.pl/mis/d/-52600.jpg"
"0000XZ6617";1;"Torba skórzana";"TataKobasa";"999,90";1;"299,97";"<p>Torba męska w kolorze granatowym. Wykonana jest z licowej skóry bydlęcej o charakterystycznej strukturze. Posiada dwie główne, duże przegrody, mniejszą kieszeń na suwak, dwie kieszenie zewnętrzne oraz kilka praktycznych kieszonek na akcesoria. Pianka wewnętrzna stanowi ochronę dla laptopa. Od góry zamykana dwoma zamkami błyskawicznymi. Ma dwie wygodne rączki oraz pasek do noszenia na ramieniu.</p>";"<p>100% Skóra</p>";"https://vistula.pl/mis/d/-63208.jpg,https://vistula.pl/mis/d/-63176.jpg,https://vistula.pl/mis/d/-63208.jpg,https://vistula.pl/mis/d/-63176.jpg,https://vistula.pl/mis/d/-63128.jpg"
"0000XA4924";1;"Torba skórzana";"TataKobasa";"999,90";1;"299,97";"<p>Torba męska w kolorze granatowym, zapinana od góry na zamek. Wykonana jest z wysokiej jakości naturalnej skóry. Posiada dwie duże komory. Torba wyposażona jest w dwie wygodne rączki oraz odpinany pasek do noszenie na ramieniu.</p>";"<p>100% Skóra</p>";"https://vistula.pl/mis/d/-63160.jpg,https://vistula.pl/mis/d/-63136.jpg,https://vistula.pl/mis/d/-63160.jpg,https://vistula.pl/mis/d/-63136.jpg,https://vistula.pl/mis/d/-63120.jpg"
"0000XA6386";1;"Torba skórzana";"TataKobasa";"999,90";1;"299,97";"<p>Torba męska w kolorze ciemnobrązowym, zapinana od góry na zamek. Wykonana jest z wysokiej jakości naturalnej skóry. Posiada dwie duże komory. W środku dodatkowa kieszeń zapinana na zamek. W obu komorach organizer na drobne akcesoria. Wypełnienie z gąbki stanowi dodatkową ochronę dla laptopa. Torba wyposażona jest w dwie wygodne rączki, odpinany pasek do noszenia na ramieniu oraz specjalny pas z rzepem, który umożliwia założenie torby na rączkę bagażu.</p>";"<p>100% Skóra</p>";"https://vistula.pl/mis/d/-63104.jpg,https://vistula.pl/mis/d/-63192.jpg,https://vistula.pl/mis/d/-63104.jpg,https://vistula.pl/mis/d/-63192.jpg,https://vistula.pl/mis/d/-63152.jpg"
"0000XZ8804";1;"Torba skórzana";"TataKobasa";"999,90";1;"299,97";"<p>Torba męska w kolorze czarnym. Wykonana jest z licowej skóry bydlęcej o charakterystycznej strukturze. Posiada dwie główne, duże przegrody, mniejszą kieszeń na suwak, dwie kieszenie zewnętrzne oraz kilka praktycznych kieszonek na akcesoria. Pianka wewnętrzna stanowi ochronę dla laptopa. Od góry zamykana dwoma zamkami błyskawicznymi. Ma dwie wygodne rączki oraz pasek do noszenia na ramieniu.</p>";"<p>100% Skóra</p>";"https://vistula.pl/mis/d/-128568.jpg,https://vistula.pl/mis/d/-128564.jpg,https://vistula.pl/mis/d/-128568.jpg,https://vistula.pl/mis/d/-128564.jpg"
"0000XZ7759";1;"Walizka kabinowa";"TataKobasa";"399,00";1;"";"<p>Srebrna walizka 20” Bourbon, wyjątkowo lekka, wykonana z twardego i wytrzymałego na uszkodzenia poliwęglanu. Komora podzielona na dwie części. W jednej przestrzeń zamykana paskami zabezpieczającymi oraz kieszonka na drobiazgi. W drugiej części przestrzeń zamykana na suwak oraz dodatkowa naszywana kieszeń na suwak.

Wygodę użytkowania walizki zapewniają cztery trwałe podwójne kółka ułatwiające manewrowanie, teleskopowa rączka, praktyczny, boczny uchwyt do ręki. Zamek szyfrowy uniemożliwia osobom niepożądanym dostęp do wnętrza.</p>";"<p>100% Poliwęglan</p>";"https://vistula.pl/mis/d/-63040.jpg,https://vistula.pl/mis/d/-63140.jpg,https://vistula.pl/mis/d/-63040.jpg,https://vistula.pl/mis/d/-63140.jpg,https://vistula.pl/mis/d/-63124.jpg"
"0000XA1158";1;"Legginsy bieliźniane";"TataKobasa";"79,90";1;"";"<p>Legginsy męski w kolorze szarym. Model o bardzo dopasowanym kroju. Wykonane z elastycznej dzianiny.</p>";"<p>50% Poliamid, 44% Poliester, 6% Elastan</p>";"https://vistula.pl/mis/d/szara-bielizna-vistula-134252.jpg,https://vistula.pl/mis/d/szara-bielizna-vistula-134244.jpg,https://vistula.pl/mis/d/szara-bielizna-vistula-134252.jpg,https://vistula.pl/mis/d/szara-bielizna-vistula-134244.jpg,https://vistula.pl/mis/d/szara-bielizna-vistula-134240.jpg,https://vistula.pl/mis/d/szara-bielizna-vistula-134248.jpg"
"0000XA1574";1;"Koszulka bieliźniana";"TataKobasa";"129,90";1;"";"<p>Koszulka męska w kolorze szarym. Model o bardzo dopasowanym kroju. Wykonana z elastycznej dzianiny.</p>";"<p>50% Poliamid, 44% Poliester, 6% Elastan</p>";"https://vistula.pl/mis/d/szara-bielizna-vistula-134092.jpg,https://vistula.pl/mis/d/szara-bielizna-vistula-134080.jpg,https://vistula.pl/mis/d/szara-bielizna-vistula-134092.jpg,https://vistula.pl/mis/d/szara-bielizna-vistula-134080.jpg,https://vistula.pl/mis/d/szara-bielizna-vistula-134004.jpg,https://vistula.pl/mis/d/szara-bielizna-vistula-134024.jpg,https://vistula.pl/mis/d/szara-bielizna-vistula-134164.jpg"
"0000XZ1205";1;"Legginsy bieliźniane";"TataKobasa";"79,90";1;"";"<p>Legginsy męski w kolorze czarnym. Model o bardzo dopasowanym kroju. Wykonane z elastycznej dzianiny.</p>";"<p>77% Poliester, 14% Poliamid, 6% Elastan</p>";"https://vistula.pl/mis/d/czarna-bielizna-vistula-134136.jpg,https://vistula.pl/mis/d/czarna-bielizna-vistula-134192.jpg,https://vistula.pl/mis/d/czarna-bielizna-vistula-134136.jpg,https://vistula.pl/mis/d/czarna-bielizna-vistula-134192.jpg,https://vistula.pl/mis/d/czarna-bielizna-vistula-134176.jpg,https://vistula.pl/mis/d/czarna-bielizna-vistula-134052.jpg"
"0000XA1575";1;"Koszulka bieliźniana";"TataKobasa";"129,90";1;"";"<p>Koszulka męska w kolorze czarnym. Model o bardzo dopasowanym kroju. Wykonana z elastycznej dzianiny.</p>";"<p>77% Poliester, 14% Poliamid, 6% Elastan</p>";"https://vistula.pl/mis/d/czarna-bielizna-vistula-134228.jpg,https://vistula.pl/mis/d/czarna-bielizna-vistula-134236.jpg,https://vistula.pl/mis/d/czarna-bielizna-vistula-134228.jpg,https://vistula.pl/mis/d/czarna-bielizna-vistula-134236.jpg,https://vistula.pl/mis/d/czarna-bielizna-vistula-134208.jpg,https://vistula.pl/mis/d/czarna-bielizna-vistula-134232.jpg,https://vistula.pl/mis/d/czarna-bielizna-vistula-134220.jpg,https://vistula.pl/mis/d/czarna-bielizna-vistula-133612.jpg"
"0000XA5663";1;"Bokserki";"TataKobasa";"69,90";1;"";"<p>Białe bokserki z gumą ozdobioną logo marki. Wykonane z wysokiej jakości bawełny z niewielką domieszką elastanu.</p>";"<p>95% Bawełna, 5% Elastan</p>";"https://vistula.pl/mis/d/-70043.jpg,https://vistula.pl/mis/d/-70043.jpg"
"0000XA5729";1;"Slipy";"TataKobasa";"59,90";1;"";"<p>Granatowe slipy z gumą ozdobioną logo marki. Wykonane z wysokiej jakości bawełny z niewielką domieszką elastanu.</p>";"<p>95% Bawełna, 5% Elastan</p>";"https://vistula.pl/mis/d/-95871.jpg,https://vistula.pl/mis/d/-95871.jpg"
"0000XA5666";1;"Slipy";"TataKobasa";"59,90";1;"";"<p>Czarne slipy z gumą ozdobioną logo marki. Wykonane z wysokiej jakości bawełny z niewielką domieszką elastanu.</p>";"<p>95% Bawełna, 5% Elastan</p>";"https://vistula.pl/mis/d/-95851.jpg,https://vistula.pl/mis/d/-95851.jpg"
"0000XA5665";1;"Slipy";"TataKobasa";"59,90";1;"";"<p>Slipy męskie w kolorze białym, z gumą ozdobioną logo marki. Wykonane z wysokogatunkowej bawełny z domieszką elastanu.</p>";"<p>95% Bawełna, 5% Elastan</p>";"https://vistula.pl/mis/d/-70079.jpg,https://vistula.pl/mis/d/-70079.jpg"
"0000XZ1560";1;"Bransoleta";"TataKobasa";"119,90";1;"";"<p>Bransoleta w kolorze czarnym. Wykona ze skóry, agatu oraz stali nierdzewnej.</p>";"<p>40% Skóra, 40% Agat, 20% Stal Nierdzewna</p>";"https://vistula.pl/mis/d/czarna-bi%C5%BCuteria-vistula-120031.jpg,https://vistula.pl/mis/d/czarna-bi%C5%BCuteria-vistula-120031.jpg"
"0000XZ1559";1;"Bransoleta";"TataKobasa";"119,90";1;"";"<p>Bransoleta w kolorze czarnym. Wykona ze skóry oraz stali nierdzewnej.</p>";"<p>60% Skóra, 40% Stal Nierdzewna</p>";"https://vistula.pl/mis/d/czarna-bi%C5%BCuteria-vistula-119771.jpg,https://vistula.pl/mis/d/czarna-bi%C5%BCuteria-vistula-119771.jpg"
"0000XZ2172";1;"Skórzana bransoleta";"TataKobasa";"99,90";1;"49,91";"<p>Bransoleta męska w kolorze niebieskim. Wykonana została z najwyższej jakości skóry naturalnej oraz stali nierdzewnej. Męska bransoleta doda szyku i uzupełni casualowe stylizacje.</p>";"<p>90% Skóra, 10% Stal nierdzewna</p>";"https://vistula.pl/mis/d/niebieska-bi%C5%BCuteria-vistula-104895.jpg,https://vistula.pl/mis/d/niebieska-bi%C5%BCuteria-vistula-104895.jpg"
"0000XZ2173";1;"Skórzana bransoleta";"TataKobasa";"99,90";1;"29,97";"<p>Bransoleta męska w kolorze czarnym. Wykonana została z najwyższej jakości skóry naturalnej oraz stali nierdzewnej. Męska bransoleta doda szyku i uzupełni casualowe stylizacje.</p>";"<p>80% Skóra, 20% Stal nierdzewna</p>";"https://vistula.pl/mis/d/czarna-bi%C5%BCuteria-vistula-104647.jpg,https://vistula.pl/mis/d/czarna-bi%C5%BCuteria-vistula-104647.jpg"
"0000XZ1561";1;"Bransoleta z czarnego agatu";"TataKobasa";"99,90";1;"49,91";"<p>Bransoletka męska Tupper w kolorze czarnym. Wykonana została z kamienia półszlachetnego- agatu. Męska bransoletka doda szyku i uzupełni casualowe stylizacje.</p>";"<p>80% Agat, 10% Stal nierdzewna, 10% Poliamid</p>";"https://vistula.pl/mis/d/czarna-bi%C5%BCuteria-vistula-97015.jpg,https://vistula.pl/mis/d/czarna-bi%C5%BCuteria-vistula-97015.jpg"
"0000XZ1562";1;"Bransoleta z kamieni półszlachetnych";"TataKobasa";"99,90";1;"29,97";"<p>Bransoletka męska Balter w kolorze brązowym. Wykonana została z kamieni półszlachetnych. Męska bransoletka doda szyku i uzupełni casualowe stylizacje.</p>";"<p>50% Agat, 20% Tygrysie oko, 20% Obsydian, 10% Stal nierdzewna</p>";"https://vistula.pl/mis/d/br%C4%85zowa-bi%C5%BCuteria-vistula-96851.jpg,https://vistula.pl/mis/d/br%C4%85zowa-bi%C5%BCuteria-vistula-96851.jpg"
"0000XZ1012";1;"Bransoleta";"TataKobasa";"79,90";1;"39,91";"<p>Bransoletka męska Terry, wykonana z drobnych kamieni w kolorze brązowym. Męska bransoletka doda szyku i uzupełni casualowe stylizację.</p>";"<p>90% Obsydian, 10% Mosiądz</p>";"https://vistula.pl/mis/d/br%C4%85zowa-bi%C5%BCuteria-vistula-60152.jpg,https://vistula.pl/mis/d/br%C4%85zowa-bi%C5%BCuteria-vistula-60152.jpg"
"0000XZ1015";1;"Bransoleta";"TataKobasa";"99,90";1;"49,91";"<p>Bransoletka męska wykonana z drobnych kamieni szlachetnych w kolorze czarnym. Elastyczna regulacja rozmiaru. Męska bransoletka doda szyku i uzupełni casualowe stylizację.</p>";"<p>70% Bronzyt, 30% Stal nierdzewna</p>";"https://vistula.pl/mis/d/czarna-bi%C5%BCuteria-vistula-60148.jpg,https://vistula.pl/mis/d/czarna-bi%C5%BCuteria-vistula-60148.jpg"
"0000RZ1014";1;"Bransoleta z kamieni szlachetnych";"TataKobasa";"99,90";1;"49,91";"<p>Bransoletka męska Marc w linii Vistula Red wykonana została z niebieskiego kamienia szlachetnego -lapisu. Męska bransoletka doda szyku i uzupełni casualowe stylizacje.</p>";"<p>70% Lapis, 20% Stal nierdzewna, 10% Poliamid Nylon</p>";"https://vistula.pl/mis/d/niebieska-bi%C5%BCuteria-vistula-red-78897.jpg,https://vistula.pl/mis/d/niebieska-bi%C5%BCuteria-vistula-red-78897.jpg"
"0000XZ2654";1;"Czapka";"TataKobasa";"119,90";1;"";"<p>Czapka w kolorze szarym. Wykonana z bawełny.</p>";"<p>100% Bawełna</p>";"https://vistula.pl/mis/d/szara-czapka-vistula-133920.jpg,https://vistula.pl/mis/d/szara-czapka-vistula-133916.jpg,https://vistula.pl/mis/d/szara-czapka-vistula-133920.jpg,https://vistula.pl/mis/d/szara-czapka-vistula-133916.jpg"
"0000XZ1508";1;"Czapka";"TataKobasa";"119,90";1;"";"<p>Czapka w kolorze niebiesko-granatowym. Wykonana została z najwyższej jakości bawełny. Na boku czapki wszystka skórka z logo.</p>";"<p>100% Bawełna</p>";"https://vistula.pl/mis/d/niebieska-czapka-vistula-131208.jpg,https://vistula.pl/mis/d/niebieska-czapka-vistula-131280.jpg,https://vistula.pl/mis/d/niebieska-czapka-vistula-131208.jpg,https://vistula.pl/mis/d/niebieska-czapka-vistula-131280.jpg"
"0000XZ1509";1;"Czapka";"TataKobasa";"119,90";1;"";"<p>Czapka w kolorze bordowo-granatowym. Wykonana została z najwyższej jakości bawełny. Na boku czapki wszystka skórka z logo.</p>";"<p>100% Bawełna</p>";"https://vistula.pl/mis/d/bordowa-czapka-vistula-131220.jpg,https://vistula.pl/mis/d/bordowa-czapka-vistula-131228.jpg,https://vistula.pl/mis/d/bordowa-czapka-vistula-131220.jpg,https://vistula.pl/mis/d/bordowa-czapka-vistula-131228.jpg"
"0000XZ1652";1;"Wełniana czapka z domieszką kaszmiru";"TataKobasa";"199,90";1;"";"<p>Czapka w kolorze czarnym przechodzącym w szary. Wykonana została z najwyższej jakości wełny z dodatkiem kaszmiru, dzięki czemu jest niezwykle miękka.</p>";"<p>70% Wełna, 30% Kaszmir</p>";"https://vistula.pl/mis/d/czarna-czapka-vistula-131244.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-131240.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-131244.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-131240.jpg"
"0000XZ1653";1;"Wełniana czapka z domieszką kaszmiru";"TataKobasa";"199,90";1;"";"<p>Czapka w kolorze granatowym przechodzącym w bordowy. Wykonana została z najwyższej jakości wełny z dodatkiem kaszmiru, dzięki czemu jest niezwykle miękka.</p>";"<p>70% Wełna, 30% Kaszmir</p>";"https://vistula.pl/mis/d/granatowa-czapka-vistula-131288.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-131204.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-131288.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-131204.jpg"
"0000XZ1616";1;"Kaszmirowa czapka";"TataKobasa";"299,90";1;"";"<p>Czapka w kolorze granatowym. Wykonana została z najwyższej jakości miękkiego kaszmiru.</p>";"<p>100% Kaszmir</p>";"https://vistula.pl/mis/d/granatowa-czapka-vistula-131292.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-131292.jpg"
"0000XZ1617";1;"Kaszmirowa czapka";"TataKobasa";"299,90";1;"";"<p>Czapka w kolorze szarym. Wykonana została z najwyższej jakości miękkiego kaszmiru.</p>";"<p>100% Kaszmir</p>";"https://vistula.pl/mis/d/szara-czapka-vistula-131216.jpg,https://vistula.pl/mis/d/szara-czapka-vistula-131216.jpg"
"0000XZ1637";1;"Wełniana czapka z dodatkiem poliamidu";"TataKobasa";"119,90";1;"";"<p>Czapka w kolorze szary melanż. Wykonana została z najwyższej jakości wełny z dodatkiem poliamidu.</p>";"<p>80% Wełna, 20% Poliamid</p>";"https://vistula.pl/mis/d/szara-czapka-vistula-131496.jpg,https://vistula.pl/mis/d/szara-czapka-vistula-131484.jpg,https://vistula.pl/mis/d/szara-czapka-vistula-131496.jpg,https://vistula.pl/mis/d/szara-czapka-vistula-131484.jpg"
"0000XZ1640";1;"Wełniana czapka z dodatkiem poliamidu";"TataKobasa";"119,90";1;"";"<p>Czapka w kolorze beżowy melanż. Wykonana została z najwyższej jakości wełny z dodatkiem poliamidu.</p>";"<p>80% Wełna, 20% Poliamid</p>";"https://vistula.pl/mis/d/be%C5%BCowa-czapka-vistula-131500.jpg,https://vistula.pl/mis/d/be%C5%BCowa-czapka-vistula-131488.jpg,https://vistula.pl/mis/d/be%C5%BCowa-czapka-vistula-131500.jpg,https://vistula.pl/mis/d/be%C5%BCowa-czapka-vistula-131488.jpg"
"0000XZ1638";1;"Wełniana czapka z dodatkiem poliamidu";"TataKobasa";"119,90";1;"";"<p>Czapka w kolorze granatowy melanż. Wykonana została z najwyższej jakości wełny z dodatkiem poliamidu.</p>";"<p>80% Wełna, 20% Poliamid</p>";"https://vistula.pl/mis/d/granatowa-czapka-vistula-131232.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-131200.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-131232.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-131200.jpg"
"0000XZ1628";1;"Bawełniana czapka";"TataKobasa";"79,90";1;"";"<p>Czapka w kolorze szary melanż. Wykonana została z najwyższej jakości bawełny.</p>";"<p>100% Bawełna</p>";"https://vistula.pl/mis/d/granatowa-czapka-vistula-130792.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-130704.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-130792.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-130704.jpg"
"0000XZ1629";1;"Bawełniana czapka";"TataKobasa";"79,90";1;"";"<p>Czapka w kolorze grafitowym. Wykonana została z najwyższej jakości bawełny.</p>";"<p>100% Bawełna</p>";"https://vistula.pl/mis/d/czarna-czapka-vistula-131212.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-131260.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-131212.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-131260.jpg"
"0000XZ2653";1;"Czapka";"TataKobasa";"119,90";1;"";"<p>Czapka w kolorze czarnym. Wykonana z bawełny.</p>";"<p>100% Bawełna</p>";"https://vistula.pl/mis/d/czarna-czapka-vistula-130744.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-130716.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-130744.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-130716.jpg"
"0000XZ2655";1;"Czapka";"TataKobasa";"119,90";1;"";"<p>Czapka w kolorze granatowym. Wykonana z bawełny.</p>";"<p>100% Bawełna</p>";"https://vistula.pl/mis/d/granatowa-czapka-vistula-130776.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-130732.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-130776.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-130732.jpg"
"0000XZ1677";1;"Czapka";"TataKobasa";"149,90";1;"";"<p>Czapka męska  kolorze granatowym. Wykonana została z mieszanki akrylu oraz wełny.</p>";"<p>50% Akryl, 50% Wełna</p>";"https://vistula.pl/mis/d/granatowa-czapka-vistula-130812.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-130812.jpg"
"0000XZ1678";1;"Czapka";"TataKobasa";"149,90";1;"";"<p>Czapka męska w kolorze czarno-szarym. Wykonana została z mieszanki akrylu oraz wełny.</p>";"<p>50% Akryl, 50% Wełna</p>";"https://vistula.pl/mis/d/czarna-czapka-vistula-130824.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-130824.jpg"
"0000XZ1679";1;"Czapka";"TataKobasa";"149,90";1;"";"<p>Czapka męska w kolorze bordowym. Wykonana została z mieszanki akrylu oraz wełny.</p>";"<p>50% Akryl, 50% Wełna</p>";"https://vistula.pl/mis/d/bordowa-czapka-vistula-130904.jpg,https://vistula.pl/mis/d/bordowa-czapka-vistula-130904.jpg"
"0000XZ1680";1;"Czapka";"TataKobasa";"149,90";1;"";"<p>Czapka męska w kolorze brązowym. Wykonana została z mieszanki akrylu oraz wełny.</p>";"<p>50% Akryl, 50% Wełna</p>";"https://vistula.pl/mis/d/be%C5%BCowa-czapka-vistula-130844.jpg,https://vistula.pl/mis/d/be%C5%BCowa-czapka-vistula-130844.jpg"
"0000XZ1774";1;"Kaszkiet";"TataKobasa";"99,90";1;"";"<p>Kaszkiet w kolorze granatowym. Wykonany z mieszanki wełny i poliestru.</p>";"<p>60% Poliester, 40% Wełna</p>";"https://vistula.pl/mis/d/granatowy-kaszkiet-vistula-130848.jpg,https://vistula.pl/mis/d/granatowy-kaszkiet-vistula-130848.jpg"
"0000XZ1775";1;"Kaszkiet";"TataKobasa";"99,90";1;"";"<p>Kaszkiet w kolorze czarnym. Wykonany z mieszanki wełny i poliestru.</p>";"<p>60% Poliester, 40% Wełna</p>";"https://vistula.pl/mis/d/czarny-kaszkiet-vistula-130840.jpg,https://vistula.pl/mis/d/czarny-kaszkiet-vistula-130840.jpg"
"0000XZ1510";1;"Czapka typu beanie";"TataKobasa";"119,90";1;"";"<p>Czapka w kolorze granatowym. Wykonana została z mieszanki wełny oraz bawełny. Z przodu posiada napis Vistula.</p>";"<p>55% Wełna, 45% Bawełna</p>";"https://vistula.pl/mis/d/granatowa-czapka-vistula-130864.jpg,https://vistula.pl/mis/d/granatowa-czapka-vistula-130864.jpg"
"0000XZ1502";1;"Czapka typu beanie";"TataKobasa";"119,90";1;"";"<p>Czapka w kolorze czarnym. Wykonana została z mieszanki wełny oraz bawełny. Z przodu posiada napis Vistula.</p>";"<p>55% Wełna, 45% Bawełna</p>";"https://vistula.pl/mis/d/czarna-czapka-vistula-130868.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-130876.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-130868.jpg,https://vistula.pl/mis/d/czarna-czapka-vistula-130876.jpg"
"0GG7XY2553";1;"VISTULA|PZPN - Jedwabny krawat z logo";"TataKobasa";"249,90";1;"";"<p>Krawat w kolorze granatowym, z logo. Wykonany z jedwabiu.</p>";"<p>100% Jedwab</p>";"https://vistula.pl/mis/d/granatowy-krawat-vistula-133008.jpg,https://vistula.pl/mis/d/granatowy-krawat-vistula-133008.jpg"
"0C07XY2536";1;"Jedwabny krawat w kropki";"TataKobasa";"129,90";1;"";"<p>Krawat w kolorze czarnym, w kropki. Wykonany z jedwabiu.</p>";"<p>100% Jedwab</p>";"https://vistula.pl/mis/d/czarny-krawat-vistula-132204.jpg,https://vistula.pl/mis/d/czarny-krawat-vistula-132204.jpg"
"0C06XY2541";1;"Jedwabny krawat w mikrowzór";"TataKobasa";"129,90";1;"";"<p>Krawat męski w kolorze czarnym, w mikrowzór. Wykonany z jedwabiu.</p>";"<p>100% Jedwab</p>";"https://vistula.pl/mis/d/czarny-krawat-vistula-132340.jpg,https://vistula.pl/mis/d/czarny-krawat-vistula-132340.jpg"
